artist_name,year,songs_count
Dinosaur Jr.,1985,1
Dinosaur Jr.,1991,1
Dinosaur Jr.,2007,1
Dionne Warwick,2006,1
Disembowelment,1993,1
Dishwalla,1995,1
Dixie Chicks,1998,1
Dixie Chicks,1999,1
Dixie Chicks,2006,1
Django Asül,2004,2
Djelimady Tounkara,2001,1
Djelimady Tounkara,2005,1
Dntel,1998,1
Dobet Gnahoré,1997,1
Dobet Gnahoré,2010,2
Dokken,2008,2
Dolly Parton,1967,1
Dolly Parton,1971,1
Dolly Parton,1977,1
Dolly Parton,1998,1
Dolly Parton,2008,1
Dolores Keane,1993,2
Don & Juan,1995,1
Don Francisco,1991,2
Don Gibson,1959,2
Don Gibson,1960,1
Don Gibson,1987,3
Don Gibson,1991,1
Donna Fargo,1999,1
Donna The Buffalo,1999,1
Donnie Brooks,2001,1
Donnie McClurkin,2000,1
Donny Hathaway,1971,1
Donny Hathaway,1990,1
Dons,2006,2
Dope Stars Inc.,2006,1
Dora The Explorer,2006,1
Dora The Explorer,2008,2
Doug MacLeod,2004,1
Doyle Bramhall,2007,2
Dream Warriors,1996,2
Drop Dead_ Gorgeous,2006,1
Dropkick Murphys,1997,1
Dropkick Murphys,1999,1
Dropkick Murphys,2002,1
Dropkick Murphys,2005,1
Drowning Pool,2007,1
Dub Pistols feat. TK,2009,1
Dub Pistols feat. TK & Ashley Slater,2009,1
Dusminguet,1998,2
Dusminguet,2001,1
Dynamite Deluxe,2000,3
EPMD,1989,1
EPMD,1990,4
EPMD,1992,1
EPMD,1997,1
EPMD,1999,1
EPMD / Nocturnal,1997,1
Eagles,1974,1
Eagles,2007,2
Eagles Of Death Metal,2008,1
Eagles Of Death Metal,2009,1
Earl Hooker,1968,1
Eastmountainsouth,2003,1
Easy Star All-Stars,2009,1
Eazy-E,1988,1
Eberhard Weber,1993,1
Ebru Gündes,2006,1
Ec8or,1995,1
Ec8or,2000,1
Eddie,2007,1
Eddie Calvert,2001,1
Eddie Cantor,1994,1
Eddie Cantor,2000,1
Eddie Money,1977,1
Eddie Money,1983,1
Eddie Palmieri,1973,2
Eddie Turner,2005,3
Eddy Arnold,1956,1
Eddy Arnold,1967,2
Eddy Raven,1995,1
Edgar De L'est,2002,1
Edith Lefel,1992,1
Edu Lobo,1967,1
Eduardo Dusek,2000,1
Egberto Gismonti,1981,1
Eighteen Visions,1997,1
Eighteen Visions,2006,1
Eko Fresh,2007,1
Eko Fresh feat. Ado,2007,1
Eko Fresh feat. G-Style,2003,1
Eko Fresh feat. Summer Cem & DJ Ses,2003,1
El Gran Combo De Puerto Rico,2006,1
Elakelaiset,1995,1
Elakelaiset,1996,2
Electronic pig,2005,1
Elephant Man,2003,1
Eliane Elias,1992,1
Eliane Elias,1995,1
Eliane Elias,2000,1
Eliane Elias,2009,1
Elizabeth Cotten,1958,1
Elliot Goldenthal,2000,3
Elliot Goldenthal,2003,1
Elmore James,1993,1
Eluveitie,2008,1
Eluveitie,2010,1
Elvenking,2004,2
Elvenking,2006,1
Elvin Bishop,2005,2
Embrace the End,2008,2
Eminem,1998,1
Eminem,1999,1
Eminem,2000,4
Eminem,2004,1
Eminem,2009,1
Ennio Morricone,1983,1
Eno,1973,1
Enrique Iglesias,1995,1
Enrique Iglesias,1998,1
Enrique Iglesias,2007,1
Enrique Iglesias,2008,1
Ensiferum,1999,2
Ensiferum,2004,1
Enslavement Of Beauty,1999,1
Enslavement Of Beauty,2001,1
Enter the Haggis,1999,2
Enthroned,2010,2
Entre Ríos,2005,2
Enuff Z 'Nuff,1989,1
Eric B. & Rakim,1987,1
Eric B. & Rakim,1988,1
Eric Burdon,1988,2
Eric Burdon,1997,1
Eric Burdon,1999,1
Eric Burdon,2004,1
Eric Burdon,2006,1
Eric Champion,1993,1
Eric Champion,1996,1
Eric Demarsan,2005,1
Erick Sermon,1993,4
Erick Sermon,2001,1
Erik Hassle,2009,1
Erja Lyytinen,2010,1
Erkki Junkkarinen,2002,1
Esa Pakarinen,1990,4
Esperanza Spalding / Leo Genovese,2008,2
Esser,2008,1
Estopa,1999,2
Eurythmics,1985,1
Eurythmics,1986,2
Evanescence,2006,1
Event Horizon,2001,1
Evergreen Terrace,2001,1
Evergreen Terrace,2002,1
Evergreen Terrace,2009,1
Every Time I Die,2000,1
Every Time I Die,2001,1
Every Time I Die,2007,1
Every Time I Die,2009,1
Everyday Sunday,2002,1
Everyday Sunday,2004,1
Everyday Sunday,2007,1
Extrabreit,1993,1
Eyehategod,1992,1
Eyes Cream,2002,1
Eyes Set to Kill,2006,1
Eyes Set to Kill,2010,1
F.I.R.,2009,1
FFH,2000,1
FFH,2003,1
FFH,2005,2
FU-Schnickens,1992,2
FU-Schnickens,1994,1
Fabolous,2003,2
Fabolous,2004,1
Fabri Fibra,2009,1
Faces,1971,1
Faces,1973,1
Facto Delafe y las flores azules,2005,2
Facto Delafe y las flores azules,2007,1
Faith Hill,1998,1
Faith Hill,2001,1
Faith Hill,2002,1
Faith Hill,2005,1
Faith Hill,2007,1
Faith Hill,2008,1
Faith Hill & Tim McGraw,1999,1
Faith Yang,2009,1
Faithless,1995,1
Faithless,1996,1
Faithless,1998,1
Faithless,2004,2
Fake Problems,2009,1
Falco,1984,1
Falco,1991,1
Falco,1992,1
Fall Out Boy,2007,2
Fall Out Boy,2008,3
False Prophets,1984,1
Far Too Jones,1997,1
Faron Young,1986,1
Faron Young,1994,1
Fast Eddie,1990,1
Fastway,1986,1
Fat Joe,2002,2
Fat Joe,2005,2
Faye Adams,1961,2
Fehlfarben,1983,1
Fehlfarben,1991,1
Fenton Robinson,1990,1
Fernando Ortega,1997,1
Fernando Ortega,2003,1
Fever Ray,2009,4
Finest Dearest,2008,2
Finntroll,2001,1
Finntroll,2004,2
Finntroll,2007,1
Finntroll,2010,1
Fiona,1989,1
Firehouse,1990,2
Firehouse,1992,1
First Blood,2005,1
Fito Paez,1990,1
Fito Paez,2010,1
Five Blind Boys of Alabama,2008,1
Five Fingers of Funk,1995,1
Five Fingers of Funk,1998,2
Flamin' Groovies,1971,1
Flamin' Groovies,1991,1
Flamin' Groovies,1999,1
Fleet Foxes,2008,1
Floor,2002,1
Floor,2009,2
Flora Purim,1994,3
Flora Purim,2001,1
Flowin Immo et Les Freaqz,2009,2
Floyd Cramer,1964,1
Floyd Cramer,1979,1
Flutlicht,2000,1
Foals,2008,1
Foghat,1977,1
Foghat,1980,1
Foghat,1983,2
Fontaine Sisters,2004,1
Fontella Bass,1965,1
Fontella Bass,1992,1
Fontella Bass,2006,1
Foo Fighters,1995,1
Foo Fighters,1999,1
Foo Fighters,2002,1
Foo Fighters,2005,3
Foo Fighters,2007,1
For Squirrels,1995,1
Fort Minor,2005,1
Fort Minor (Featuring Mr. Hahn),2005,1
Fountains Of Wayne,1999,1
Fountains Of Wayne,2005,1
Fountains Of Wayne,2007,1
Four Tet,2004,1
Four Tet,2010,1
Fran Perea,2005,2
France D' Amour,1992,1
Francis Dunnery,1991,1
Francis Dunnery,1995,1
Francis Dunnery,2001,1
Francis Lai,1970,2
Francis Lai,1996,1
Francis Lai,2003,1
Francisco Céspedes,1998,1
Frank Caliendo,2008,1
Frank Chacksfield & His Orchestra,2001,1
Frank Sinatra,1967,1
Frank Stokes,1995,1
Frank Stokes,2005,2
Frankee,2004,1
Frankie J,2005,1
Franz Ferdinand,2005,2
Franz Ferdinand,2009,1
Freddie King,1960,1
Freddie King,1971,2
Freddie King,1973,1
Frederic Galliano,1997,1
Frederick Knight,2000,1
Fredi,1977,1
Free,1972,1
Frl.Menke,1982,1
From Autumn To Ashes,2002,1
From Autumn To Ashes,2007,1
Fruko Y Sus Tesos,1995,1
Fruko Y Sus Tesos,2000,1
Fruko Y Sus Tesos,2004,1
Fudge Tunnel,1991,3
Fuel,1995,1
Fun Lovin' Criminals,1996,1
Fun Lovin' Criminals,1998,1
Funeral For A Friend,2003,1
Funeral For A Friend,2005,1
Funeral For A Friend,2007,3
Funeral For A Friend,2008,2
Furry Lewis,1972,1
Furry Lewis,2003,1
Future Leaders of the World,2004,1
Fyah Blaze,2005,1
G Unit feat. 50 Cent,2002,1
G-Unit,2003,1
GG Allin,1999,1
GWAR,1994,1
GWAR,1995,1
GWAR,1997,1
GZA/The Genius,2002,1
Gabinete Caligari,1989,1
Gabinete Caligari,1991,1
Gabriel Yared,1986,1
Gabriel Yared,2003,1
Gabriel Yared,2006,2
Gabriel Yared,2007,1
Gabriela Anders,1998,1
Gaither Vocal Band,2003,1
Gal Costa,1977,1
Gal Costa,1980,1
Gal Costa,1981,1
Gal Costa,1999,1
Galactic,1998,1
Galactic,2000,1
Galactic,2007,2
Gall_ France,2006,1
Gang Of Four,1983,2
Gang Starr,1991,1
Gang Starr,1994,2
Gang Starr Featuring Jeru The Damaja And Lil Dap,1992,1
Gary Go,2009,1
Gary Moore,1992,2
Gary Moore,1997,1
Gary Moore,2005,1
Geddy Lee,2000,1
Geggy Tah,1996,1
Geggy Tah,2001,1
Geier Sturzflug,1982,1
Geier Sturzflug,2006,1
Geiom,2001,1
Gene Autry,1992,1
Gene Autry,1996,1
Gene Chandler,1994,1
Gene Clark,1998,1
Gene Pitney,1986,1
Gene Simmons,1987,1
Geoff Muldaur,2008,1
George Faith,1996,1
George Harrison,1981,1
George Lopez,2001,1
George Lopez,2003,2
George Lopez,2006,2
George Lopez,2007,1
George Lopez,2009,2
George Michael,1990,1
George Michael,2004,2
George Nooks,2001,1
Georges Brassens,1953,1
Georges Brassens,1956,2
Gerald Clayton,2009,3
Gerald Veasley,1999,1
Gerard Lenorman,1989,1
Gerard Lenorman,1999,1
Gershon Kingsley,1969,1
Gertrudis,2003,3
Gertrudis,2005,1
Gertrudis,2009,1
Ghorwane,1993,1
Ghost Machine,2005,1
Gina V. D'Orio,2004,1
Ginny Owens,2006,1
Gipsy Kings,1987,1
Gipsy Kings,1989,1
Gipsy Kings,2001,1
Gisselle,2008,1
Glad,1993,3
Glen Campbell And Bobbie Gentry,1968,1
Glen Washington,2000,1
Goatwhore,2000,1
Goatwhore,2003,2
Goatwhore,2006,1
Gob,2001,1
Gob,2007,1
God Lives Underwater,1995,1
Gold City,1994,1
Goldfish,2004,1
Goldfish,2007,1
Gonzalo Rubalcaba,2006,1
Gonzalo Rubalcaba,2008,1
Goose,2006,2
Gorillaz,2001,2
Gorillaz,2005,4
Gov't Mule,2009,1
Grace Gale,2008,1
Graham Central Station,1975,1
Grandmaster Flash,1987,1
Grandpa Jones,1995,2
Grant Geissman,1993,2
Grayson Capps,2005,1
Grayson Capps,2006,2
Green Day,2005,1
Gregory Isaacs,1979,1
Gregory Isaacs,2001,1
Grey Area,1997,1
Grizzly Bear,2006,1
Grizzly Bear,2008,1
Groundhogs,1968,1
Groupa,1999,1
Grupo Batuque,1998,1
Grupo Batuque,2005,1
Guaco,2000,1
Guitar Slim,1953,1
Guns N' Roses,1986,1
Guns N' Roses,1987,2
Guns N' Roses,1988,1
Guns N' Roses,1991,1
Guns N' Roses,2008,1
Gunther & the Sunshine Girls,2004,1
Gus Viseur,2000,1
Gus Viseur,2005,1
Gustavo A. Santaolalla,1998,1
Gustavo Cerati,2006,2
Gustavo Santaolalla,2006,1
Gwen Stefani,2004,2
Gwen Stefani,2006,1
Gym Class Heroes,2005,2
Gym Class Heroes,2006,2
Günter Noris,1985,1
HA-ASH,2005,1
Halfway to Gone,2004,2
Hall & Oates,1972,1
Hall & Oates,1993,1
Handsome Boy Modeling School,2004,2
Hank Locklin,1960,1
Hank Locklin,1995,1
Hank Penny,2008,1
Hanoi Rocks,1983,1
Hanoi Rocks,2005,1
Hanoi Rocks,2007,1
Happy Mondays,1987,1
Happy Mondays,1988,2
Happy Mondays,1990,1
Harry Choates,2005,1
Harry Connick_ Jr,1979,1
Harry Connick_ Jr.,1994,1
Harry Gregson-Williams,2003,1
Harry Gregson-Williams,2004,2
Hatebreed,1997,1
Hatebreed,2006,2
Hatebreed,2009,2
Hatebreed (int License),2003,1
Hatiras,2001,1
Hatiras,2002,2
Hatiras & Slarta John,2000,1
He Is Legend,2006,1
Headliners,2005,1
Headliners,2006,2
Heaven 17,1981,2
Heaven 17,1983,1
Heaven 17,1996,2
Heaven 17,2009,1
Heavenly,1990,1
Heavenly,1992,1
Heavy D,2008,2
Heavy D / McGruff,1997,1
Hef feat. Big2 & Dio,2009,1
Helen Hobson,1996,1
Helen Love,1994,2
Helen Love,1997,1
Helen Love,2000,2
Helen Love,2007,1
Hellsongs,2008,1
Helmet,1992,1
Helmet,1994,2
Helmet,1995,1
Helmet,2004,1
Hem,2000,2
Hem,2004,1
Hem,2005,1
Henry Lee Summer,1988,1
Herb Alpert And The Tijuana Brass,1964,1
Hevia,2003,1
Hevia,2005,2
Hevia,2007,1
Hey Colossus,2007,2
Hi-Fi Companions,2003,1
Hi-Tack,2006,1
High Strung_ The,2003,2
Hins Cheung,2008,1
Home Town Hero,2002,2
Horace Andy,1985,1
Horace Andy,2005,1
Hot Chip,2004,1
Hot Chip,2007,1
Hot Chip,2008,2
Hot Club Of Cowtown,2009,2
Hot Tuna,1970,2
Hot Tuna,1971,1
Hot Tuna,1976,1
Hot Tuna,2004,1
Hotwire,2003,1
House Of Lords,2006,1
Howie Day,2003,1
Hubert Kah,2005,1
Human Disease,2004,1
Humanzi,2006,1
Hurricane,1988,1
Hysterie,2005,1
Héroes del Silencio,1991,1
I Hate Sally,2007,1
I Wayne,2005,1
Iggy And The Stooges,1969,1
Iggy And The Stooges,1996,1
Iggy Pop,1990,2
Ill Nino,2005,1
Ill Nino,2006,1
Illya Kuryaki And The Valderramas,1996,1
In Extremo,2000,1
In Extremo,2005,1
In Extremo,2008,2
Incubus,2001,2
Incubus,2004,1
Information Society,1988,1
Information Society,1990,2
Information Society,1997,2
Information Society,2007,1
Inhume,2003,2
Ini Kamoze,1995,2
Ini Kamoze,2009,1
Inner Circle,2008,1
Inspiral Carpets,1990,2
Inspiral Carpets,1994,1
Inspiral Carpets,1999,1
Intars Busulis,2009,1
Intex Systems,2006,1
Irma Thomas,2001,1
Irma Thomas,2004,1
Irma Thomas,2008,2
Irwin Goodman,1966,1
Irwin Goodman,1977,1
Irwin Goodman,1978,1
Irwin Goodman,1979,1
Irwin Goodman,1985,1
Irwin Goodman,2001,1
Isabel Pantoja,1993,1
Isabel Pantoja,1999,1
Isabel Pantoja,2002,1
Isabelle Adjani,1983,1
It Dies Today,2006,1
It Dies Today,2007,1
Izzy Stradlin And The Ju Ju Hounds,1992,1
J. B. Lenoir,1954,1
J. Peter Robinson,2006,1
J.B. Lenoir,1995,1
J.B. Lenoir,2001,1
J.B.Lenoir,1991,1
J.J. Cale,1983,2
J.J. Cale,1997,1
JK,2003,1
Jaci Velasquez,2008,1
Jack Johnson,2000,3
Jack Johnson,2008,2
Jack Johnson,2010,1
Jack Johnson and Friends / Matt Costa,2003,1
Jack Off Jill,1994,1
Jack Off Jill,1995,1
Jack Orsen feat. Fumanschu_ Justus,2004,1
Jackie Edwards,2003,1
Jackie Edwards,2006,1
Jackie Wilson,1958,4
Jackie Wilson,1959,1
Jackie Wilson,1993,1
Jackson United,2008,1
Jaco & Mixxmaster,2008,1
Jacques Dutronc,1968,1
Jacques Dutronc,1969,4
Jacques Dutronc,1989,1
Jacques Dutronc,2004,1
Jacques Higelin,1973,1
Jaguares,2001,1
Jah Cure,2003,1
Jah Cure,2007,1
Jah Cure,2008,1
Jaime Jamgochian,2008,1
Jaime Urrutia,2005,1
Jake Hess,2004,2
James Carter,2003,1
James Carter,2008,1
James Horner,1986,1
James Horner,1998,1
James Horner,2000,1
James Horner,2003,2
James Hunter,2008,1
James Ingram,1993,1
James Last,1967,1
James Last,1998,1
James Newton Howard,1997,1
James Newton Howard,1999,1
James Newton Howard,2007,1
James Newton Howard,2010,1
James Taylor Quartet,2007,2
Jan Wayne,2003,1
Jan Wayne,2010,1
Jane's Addiction,1988,1
Jane's Addiction,1990,2
Jane's Addiction,2003,2
Janet Jackson,1986,1
Janet Jackson,1993,3
Janet Jackson,2008,1
Janet Jackson Featuring Kanye West,2004,1
Janet Paschal/Charlotte Ritchie/David Phelps,2003,1
Janie Fricke,1999,1
Janis Joplin,1969,1
Janis Joplin,1971,1
Janis Joplin,1972,2
Janis Joplin,1988,1
Janitor Joe,1993,2
Jars Of Clay,2006,1
Jars Of Clay,2009,1
Jason & The Scorchers,1983,1
Jason & The Scorchers,1985,1
Jason & The Scorchers,1998,1
Jason Michael Carroll,2007,1
Jason Mraz,2007,2
Jawoll,1990,1
Jay & The Americans,1988,1
Jay & The Americans,1990,2
Jay & The Americans,2002,1
Jay-Z,2003,1
Jaydee,1992,1
Jazz Gillum,1997,2
Jazzy B,2005,1
Jean Corti,2001,1
Jean Ferret,1991,1
Jean Lumière,2002,1
Jean-Jacques Goldman,1985,1
Jean-Jacques Goldman,1991,2
Jeanie Lambe & The Danny Moss Quartet,1996,1
Jeanne Pruett,1973,1
Jeckyll & Hyde,2007,1
Jeff Beck,1976,1
Jeff Beck Group,1971,1
Jeff Beck Group,1972,1
Jeff Scott Soto,2002,1
Jeff Scott Soto,2004,1
Jeff Wahl,2003,2
Jefferson Starship,1981,1
Jefferson Starship,1999,1
Jellyfish,2006,1
Jennifer Brown,1998,1
Jennifer Lopez,1999,1
Jennifer Lopez,2001,3
Jennifer Lopez,2002,2
Jennifer Lopez,2007,1
Jennifer Lopez featuring Ja Rule,2001,1
JennyAnyKind,2003,1
Jeremy Spencer,2006,2
Jerry Butler,1960,1
Jerry Goldsmith,1966,1
Jerry Goldsmith,1985,1
Jerry Goldsmith,1997,1
Jerry Lewis,1995,2
Jerry Reed,1967,1
Jesse Malin,2002,2
Jesse Malin,2004,2
Jesse Malin,2007,1
Jesse Malin,2008,2
Jesse Malin and The St. Marks Social,2007,1
Jessica Simpson,2003,2
Jessica Simpson,2004,1
Jessica Simpson featuring Lil Bow Wow,2001,1
Jessie Lee Miller,2005,1
Jesus Jones,1989,1
Jesus Jones,1990,1
Jesus Jones,1993,1
Jim Breuer,2002,1
Jim Chappell,1994,1
Jim Chappell,1997,1
Jim Jones featuring Oshy,2009,1
Jim Reeves,1963,1
Jim Reeves,1990,2
Jim Reeves,1994,1
Jim Reeves,2000,3
Jimi Hendrix,1969,1
Jimi Hendrix,1975,1
Jimi Hendrix,1989,1
Jimi Hendrix,1994,1
Jimi Hendrix,2010,1
Jimmie Vaughan,1994,1
Jimmy Cliff,1973,1
Jimmy Herring,2008,1
Jimmy McCracklin,2002,1
Jimmy Page,1988,3
Jimmy Page,2004,1
Jimmy Wakely,2001,1
Jimmy Wakely,2005,1
Jimmy Wyble,2005,1
Joe Bataan,2005,2
Joe Bonamassa,2004,1
Joe Bonamassa,2006,1
Joe Bonamassa,2009,1
Joe Bonamassa,2010,1
Joe Lopez,2004,1
Joe McBride,2005,2
Joe Rogan,2000,3
Joe Rogan,2007,1
Joe Rogan,2010,1
Joe Satriani,1987,2
Joe Satriani,1998,1
Joe Satriani,2006,1
Joey Negro,2005,1
Johannes Linstead,2000,1
Johannes Linstead,2003,1
John And The Bluesbreakers Mayall,1967,1
John Cale,1973,1
John Cale,1985,1
John Cale,1997,1
John Debney,1999,1
John Debney,2003,1
John Debney,2005,1
John Digweed,2006,1
John Fogerty,1986,2
John Fogerty,2007,1
John Frizzell,1996,1
John Frizzell,2002,1
John Frizzell,2009,1
John Hammond,1965,1
John Hammond,2002,2
John Hammond,2005,1
John Hiatt,1987,1
John Mayall,1970,1
John Mayall,2002,1
John Mayall,2007,1
John Mayall & The Bluesbreakers,1966,1
John Mayall & The Bluesbreakers,1988,1
John Mayall & The Bluesbreakers,1997,2
John Mayall & The Bluesbreakers,2010,2
John Mayer,1976,1
John Mellencamp,1987,1
John Mellencamp,2001,1
John Michael Talbot,1989,1
John Ottman,2005,1
John Ottman,2006,1
John Sebastian,1976,1
John Sebastian,2001,1
John Stevens,2005,1
John Van Tongeren,2007,1
John Wesley,1999,1
John Williams,2004,1
Johnny Cash,1959,1
Johnny Cash,1969,1
Johnny Cash,1974,1
Johnny Cash,2006,1
Johnny Copeland,1983,1
Johnny Copeland,2000,1
Johnny Horton,1959,1
Johnny Horton,1996,2
Johnny Horton,2000,1
Johnny Horton,2005,1
Johnny Nash,1972,1
Johnny Osbourne,1979,1
Johnny Osbourne,2004,1
Johnny Osbourne,2007,1
Johnny Winter,1969,1
Johnny Winter,1984,1
Jonny Lang,2003,1
Jonny Lang,2006,1
Jope Ruonansuu,2002,1
Jope Ruonansuu,2004,2
Jope Ruonansuu,2009,2
Jordan & Baker,2002,1
Jose Luis Perales,1979,1
Jose Luis Perales,1984,1
Jose Luis Perales,2008,1
Josh Groban,2004,1
Josh Groban,2006,1
Josh Groban,2008,2
Joshua Rifkin,1994,2
Joy Division,1978,1
Joy Division,1980,1
Joy Enriquez,2001,1
João Gilberto,1959,1
João Gilberto,1991,1
João Gilberto,2000,1
Juan Carlos Baglietto,1982,2
Juan Carlos Baglietto,1986,1
Juana Molina,2003,2
Juana Molina,2004,2
Juana Molina,2006,1
Judas Iscariot,1995,1
Jude Taylor & His Burning Flames,1994,1
Juelz Santana,2005,2
Juelz Santana / Bezel,2005,1
Juelz Santana / Freekey Zeekey / Monique Garnett,2003,1
Juice Leskinen,1994,1
Julie Roberts,2004,2
Julie Zenatti,2000,1
Julie Zenatti,2004,2
Julien Clerc,1971,1
Julien Clerc,1994,1
Julien Clerc,2000,1
Juliette & The Licks,2005,1
Julio Iglesias Jr,2008,1
Junior Jack,2002,1
Junior Kimbrough,1997,2
Junior Kimbrough,1998,1
Junior Kimbrough,1999,1
Junior Reid,1994,1
Junior Reid,1998,1
Jupiter Rising,2007,1
Justin Timberlake,2006,1
Justin Timberlake,2007,1
Justo Almario,1995,1
K'Naan,2004,1
K'Naan,2007,1
K's Choice,1995,2
K's Choice,1998,2
K's Choice,2000,1
K-OS,2002,1
K-OS,2004,3
K-OS,2006,1
K.I.Z.,2005,2
K.I.Z.,2007,1
K.T. Oslin,1993,1
KALIMBA,2007,2
KALIMBA,2009,2
KMD,2001,1
KRS-One,2004,1
KRS-One,2008,1
KT Tunstall,2004,1
KT Tunstall,2005,2
KT Tunstall,2007,1
Kai Winding,1961,2
Kaija Koo,1993,2
Kaija Koo,1995,2
Kaija Koo,1998,1
Kaizers Orchestra,2003,1
Kalibas,2003,1
Kane,1999,1
Kane,2001,1
Kane,2004,1
Kane,2005,1
Kanye West,2003,2
Kanye West,2005,3
Kanye West,2008,1
Kanye West / Adam Levine,2005,1
Kanye West / Consequence / Cam'Ron,2005,1
Kanye West / Lupe Fiasco,2010,1
Kapelle Herrenweide,2009,2
Kardinal Offishall / Keri Hilson,2008,1
Karen Peck And New River,2000,1
Kari Tapio,2009,1
Kary Ng,2006,1
Kasia Stankiewicz,2006,1
Kassav',2000,1
Kassav',2009,1
Kathleen Madigan,2006,1
Kathy Mattea,1991,1
Kathy Mattea,1992,1
Kathy Mattea,2002,1
Kathy Mattea,2008,1
Kathy Troccoli,1994,1
Kathy Troccoli,2005,1
Keb' Mo',1996,1
Keb' Mo',2000,1
Keb' Mo',2001,1
Keb' Mo',2004,1
Keb' Mo',2006,1
Keb'Mo',1994,1
Keep Of Kalessin,1999,1
Keep Of Kalessin,2006,1
Keep Of Kalessin,2008,1
Keira Green,2004,1
Kekele,2005,1
Kelly Clarkson,2007,1
Kelly Clarkson,2009,2
Kelly Sweet,2007,2
Kenny G,1983,1
Kenny G,1986,1
Kenny Rogers,1977,1
Kenny Rogers,1993,1
Kenny Rogers,1999,1
Kenny Rogers,2003,1
Kevin Max,2008,1
Kid Sister,2009,1
Kill The Client,2008,1
Kim Wilson,2001,1
Kim Wilson,2003,1
King Curtis,2007,1
Kings Of Leon,2003,2
Kings Of Leon,2004,1
Kings Of Leon,2007,4
Kirk Franklin,2007,1
Kisha,1998,1
Kitaro,1983,2
Kitaro,1993,2
Kitaro,1999,1
Kitaro,2006,1
Kitty Wells,1990,1
Klaus Badelt,2002,1
Klaus Badelt,2003,1
Klaus Badelt,2007,3
Kooii,2005,1
Kool Keith,1996,1
Kool Keith,1997,1
Kool Moe Dee,1987,2
Kool Moe Dee,1989,2
Kool Moe Dee,1991,1
Kool Savas,2000,1
Koordinate Of Wonders,2006,1
Korn,1996,1
Korn,1999,2
Korn,2003,1
Korn,2007,1
Korpiklaani,2009,1
Kraftwerk,2008,1
Kris Kristofferson,1970,1
Kris Kristofferson,1974,1
Kris Kristofferson,1995,1
Kristine W.,2004,1
Krystof,2004,1
Krystof,2006,3
Kurtis Blow,1990,1
Kurupt,1999,1
Kyle Eastwood,2006,1
Kyle Eastwood,2009,1
Kyle Riabko,2005,1
Kékélé,2001,2
Kékélé,2006,1
L.A. Guns,1988,1
L.A. Guns,1989,1
L.A. Guns,1992,1
L.a. Dream Team,1985,1
L7,1992,1
L7,1994,1
LL Cool J,2004,1
LL Cool J / Amil,2000,1
LL Cool J / Freeway,2006,1
La Mancha De Rolando,2003,1
La Portuaria,2005,3
Lady GaGa,2008,1
Lady Saw,1994,2
Lady Saw,1996,1
Lady Saw,2000,1
Lambda,1996,1
Lara,2009,2
